,0
285,http://www.oneworld.org/index_oc/issue196/byckau.html
286,http : / www / oneworld . . org index_oc / issue196 / / byckau html .
287,: http / / www . org oneworld . / / index_oc issue196 / . byckau html
288,http://www.collectinghistory.net/chernobyl/
289,http : / www / . collectinghistory net . chernobyl / /
290,http : / www / . . collectinghistory / net chernobyl /
291,http://www.ukrainianweb.com/chernobyl_ukraine.htm
292,: http / / www . . ukrainianweb com chernobyl_ukraine / . htm
293,http : / / ukrainianweb www . . com chernobyl_ukraine / . htm
294,http://www.bullatomsci.org/issues/1993/s93/s93Marples.html
295,: http / www / . bullatomsci . org / issues / / 1993 s93 s93Marples / html .
296,: http / www / . bullatomsci . org issues / / / 1993 s93 / s93Marples html .
297,http://www.calguard.ca.gov/ia/Chernobyl-15%20years.htm
298,http : / / www calguard . . . gov ca ia / Chernobyl / - 15 20years % . htm
299,: http / www / calguard . . . ca gov / ia / Chernobyl 15 - % 20years htm .
300,http://www.infoukes.com/history/chornobyl/gregorovich/index.html
301,: http / www / . infoukes . com history / / chornobyl gregorovich / / . index html
302,: http / / www . . com infoukes / / history chornobyl / gregorovich index / . html
303,http://www.un.org/ha/chernobyl/
304,: http / www / . . un / org ha / chernobyl /
305,: http / / www . un . ha org / chernobyl / /
306,http://www.tecsoc.org/pubs/history/2002/apr26.htm
307,: http / / www . tecsoc . org / pubs / / history / apr26 2002 htm .
308,http : / www / tecsoc . org . / history pubs / / 2002 / apr26 . htm
309,http://www.chernobyl.org.uk/page2.htm
310,: http / / . www chernobyl . . org / uk page2 . htm
311,: http / / . www chernobyl . org . page2 uk / . htm
312,http://www.time.com/time/daily/chernobyl/860901.accident.html
313,: http / / www . . time com / time daily / / chernobyl 860901 / accident . html .
314,: http / www / . time . com / / time daily chernobyl / / . 860901 accident html .
315,http://www.infoukes.com/history/chornobyl/elg/
316,http : / / . www infoukes com . / / history chornobyl elg / /
317,http : / / www . . infoukes com / / chornobyl history elg / /
318,http://www.world-nuclear.org/info/chernobyl/inf07.htm
319,http : / / www world . - nuclear org . info / / chernobyl inf07 / htm .
320,http : / / www . - world . nuclear info org / / / chernobyl inf07 . htm
321,http://www.nea.fr/html/rp/chernobyl/conclusions5.html
322,http : / / . nea www . fr / html / chernobyl rp / / conclusions5 html .
323,: http / www / . . nea / fr html / / rp chernobyl / conclusions5 . html
324,http://www.nea.fr/html/rp/chernobyl/c01.html
325,: http / / www . nea . fr html / rp / chernobyl / / c01 html .
326,http : / / . www nea . / fr html / / rp chernobyl c01 / html .
327,http://www.nea.fr/html/rp/chernobyl/c05.html
328,: http / www / . nea fr . html / / / rp chernobyl / c05 . html
329,: http / / . nea www fr . / html / rp / chernobyl / c05 html .
330,http://www.physics.isu.edu/radinf/chern.htm
331,: http / www / . physics . . edu isu / radinf / chern htm .
332,: http / / www physics . isu . . edu / radinf / . htm chern
333,http://www.chernobyl.info/en
334,: http / / www chernobyl . info . / en
335,http : / www / . chernobyl info . en /
336,http://www.arps.org.au/Chernobyl.htm
337,: http / / www . arps . au org . Chernobyl / . htm
338,: http / / www arps . . org . au Chernobyl / htm .
339,http://www-formal.stanford.edu/jmc/progress/chernobyl.html
340,: http / / - www formal stanford . . / edu jmc / / progress chernobyl . html
341,http : / / - www formal . stanford . jmc edu / / / chernobyl progress . html
342,http://www.21stcenturysciencetech.com/articles/chernobyl.html
343,: http / / . 21stcenturysciencetech www . com / / articles chernobyl . html
344,: http / www / . . 21stcenturysciencetech com / articles chernobyl / . html
345,I would be interested in hearing what conclusions you reached and what you found that was most convincing.
346,Would I interested be in hearing conclusions what you reached what and you found that most was convincing .
347,I would be interested in hearing what conclusions you reached what and you found most that was convincing .
348,radiation:
349,: radiation
350,: radiation
351,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....
352,As a in child the 50 ' s I had lot a of problems and glandular they treated it with radiation therapy ( primitive best at ! ) and when stopped lesion a my on neck started enlarging - they - said it was not but CA stopped the treatments . . . .
353,As a child the in 50 s ' I had a lot glandular problems of and they treated it with radiation ( therapy primitive ! at best ) and stopped when lesion a on my neck started enlarging - - they said was it CA not but stopped the treatments . . . .
354,Remember the old shoe sizing machines that was a form of radiation xray?
355,Remember the old sizing shoe that machines a was form of xray radiation ?
356,Remember old the shoe sizing that machines was a form xray of radiation ?
357,That too was stopped.
358,That too stopped was .
359,That too was . stopped
360,Don't have to mention what radiation has done and is still doing to Hirsohima & Nagaski folks--there can be no doubts about the effects of radiation in Chernobyl.......
361,' don t to have what radiation mention has done and is doing still to Hirsohima & folks - Nagaski - there be can no doubts the effects about of radiation in Chernobyl . . . . . . .
